food,category,meal_type,ramadan_role,hydration_index,smart_swap,measure,grams,calories,protein_g,fat_g,sat_fat_g,carbs_g,fiber_g,sugars_g,sodium_mg,protein_pct,has_incomplete_name,is_extreme_portion
ice_cream (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,200.0,4.0,10.0,5.0,25.0,0.0,25.0,150.0,8.0,False,False
ice_cream (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,200.0,4.0,10.0,5.0,25.0,0.0,25.0,150.0,8.0,False,False
ice_cream (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,200.0,4.0,10.0,5.07,25.33,0.0,25.33,150.0,8.0,False,False
ice_cream (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,200.0,4.0,10.0,4.98,25.33,0.0,25.33,150.0,8.0,False,False
ice_cream (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,200.0,4.0,10.0,5.0,25.0,0.0,25.0,150.0,8.0,False,False
ice_cream (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,200.0,4.0,10.0,5.0,25.0,0.0,25.0,150.0,8.0,False,False
ice_cream (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,200.0,4.0,10.0,4.96,25.2,0.0,25.2,150.0,8.0,False,False
ice_cream (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,200.0,4.0,10.0,5.01,25.2,0.0,25.2,150.0,8.0,False,False
ice_cream (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,200.0,4.0,10.0,5.0,25.0,0.0,25.0,150.0,8.0,False,False
ice_cream (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,200.0,4.0,10.0,5.0,25.0,0.0,25.0,150.0,8.0,False,False
lasagna (Small Portion),"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,10.0,3.5,20.0,2.0,5.0,400.0,20.0,False,False
lasagna (Large Portion),"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,10.0,3.5,20.0,2.0,5.0,400.0,20.0,False,False
lasagna (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,10.0,3.52,20.0,2.0,4.96,400.0,20.0,False,False
lasagna (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,10.0,3.52,20.0,2.0,5.01,400.0,20.0,False,False
lasagna (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,10.0,3.47,20.0,2.0,5.0,400.0,20.0,False,False
lasagna (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,10.0,3.51,20.0,2.0,5.0,400.0,20.0,False,False
lasagna (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,10.0,3.49,20.0,2.0,5.03,400.0,20.0,False,False
lasagna (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,10.0,3.49,20.0,2.0,4.99,400.0,20.0,False,False
lasagna (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,10.0,3.5,20.0,2.0,5.0,400.0,20.0,False,False
lasagna (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,10.0,10.0,3.5,20.0,2.0,5.0,400.0,20.0,False,False
lobster_bisque (Small Portion),Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,7.5,2.2,7.5,1.0,2.0,350.0,16.0,False,False
lobster_bisque (Large Portion),Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,7.5,2.27,7.5,1.0,2.0,350.0,16.0,False,False
lobster_bisque (Small Portion),Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.2,5.2,7.6,2.32,7.6,1.2,2.0,350.0,16.6,False,False
lobster_bisque (Large Portion),Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.2,5.2,7.6,2.29,7.6,1.2,2.0,350.0,16.6,False,False
lobster_bisque (Small Portion),Soups,Flexible,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,7.67,2.33,7.67,1.33,2.0,350.0,16.0,False,False
lobster_bisque (Large Portion),Soups,Flexible,Heavy Meal / Craving,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,7.67,2.31,7.67,1.33,2.0,350.0,16.0,False,False
lobster_bisque (Small Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.14,5.14,7.43,2.23,7.43,1.43,2.0,350.0,16.4,False,False
lobster_bisque (Large Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.14,5.14,7.43,2.23,7.43,1.43,2.0,350.0,16.4,False,False
lobster_bisque (Small Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,7.5,2.25,7.5,1.5,2.0,350.0,16.0,False,False
lobster_bisque (Large Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,125.0,5.0,7.5,2.25,7.5,1.5,2.0,350.0,16.0,False,False
Lobster Roll (Small Portion),"Fish, Seafood",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,200.0,10.0,10.0,2.0,15.0,1.0,0.0,80.0,20.0,False,False
Lobster Roll (Large Portion),"Fish, Seafood",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,200.0,10.0,10.0,2.0,15.0,1.0,0.0,80.0,20.0,False,False
Lobster Roll (Small Portion),"Fish, Seafood",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,200.0,10.0,10.0,2.0,15.2,1.2,0.0,80.0,20.0,False,False
Lobster Roll (Large Portion),"Fish, Seafood",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,200.0,10.0,10.0,2.0,15.2,1.2,0.0,80.0,20.0,False,False
Lobster Roll (Small Portion),"Fish, Seafood",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,200.0,10.0,10.0,2.0,15.0,1.33,0.0,80.0,20.0,False,False
Lobster Roll (Large Portion),"Fish, Seafood",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,200.0,10.0,10.0,2.0,15.0,1.33,0.0,80.0,20.0,False,False
Lobster Roll (Small Portion),"Fish, Seafood",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,10.0,2.0,15.14,1.43,0.0,80.0,20.0,False,False
Lobster Roll (Large Portion),"Fish, Seafood",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,10.0,2.0,15.14,1.43,0.0,80.0,20.0,False,False
Lobster Roll (Small Portion),"Fish, Seafood",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,10.0,2.0,15.0,1.5,0.0,80.0,20.0,False,False
Lobster Roll (Large Portion),"Fish, Seafood",Suhoor,Slow-Release Energy,Neutral,Excellent Choice (No Swap Needed),Unknown,100,200.0,10.0,10.0,2.0,15.0,1.5,0.0,80.0,20.0,False,False
Macaroni and Cheese (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,200.0,6.0,9.0,4.5,25.0,1.0,25.0,150.0,12.0,False,False
Macaroni and Cheese (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,200.0,6.0,9.0,4.5,25.0,1.0,25.0,150.0,12.0,False,False
Macaroni and Cheese (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,200.0,6.0,9.2,4.64,25.2,1.2,25.2,150.0,12.0,False,False
Macaroni and Cheese (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,200.0,6.0,9.2,4.59,25.2,1.2,25.2,150.0,12.0,False,False
Macaroni and Cheese (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,200.0,6.0,9.0,4.53,25.0,1.33,25.0,150.0,12.0,False,False
Macaroni and Cheese (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,200.0,6.0,9.0,4.49,25.0,1.33,25.0,150.0,12.0,False,False
Macaroni and Cheese (Small Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,200.0,6.0,9.14,4.57,25.14,1.43,25.14,150.0,12.0,False,False
Macaroni and Cheese (Large Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,200.0,6.0,9.14,4.57,25.14,1.43,25.14,150.0,12.0,False,False
Macaroni and Cheese (Small Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,200.0,6.0,9.0,4.5,25.0,1.5,25.0,150.0,12.0,False,False
Macaroni and Cheese (Large Portion),"Desserts, sweets",Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,200.0,6.0,9.0,4.5,25.0,1.5,25.0,150.0,12.0,False,False
macarons (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
macarons (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
macarons (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.71,20.0,10.0,50.0,1.43,40.0,150.0,5.7,False,False
macarons (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.71,20.0,10.0,50.0,1.43,40.0,150.0,5.7,False,False
macarons (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
macarons (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
macarons (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.83,20.0,10.0,50.0,1.67,40.0,150.0,5.8,False,False
macarons (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,5.83,20.0,10.0,50.0,1.67,40.0,150.0,5.8,False,False
macarons (Small Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
macarons (Large Portion),"Desserts, sweets",Iftar Starter / Dessert,Quick Energy / Sugar Spike,Neutral,"Fresh Fruits (e.g., Watermelon or Orange)",Unknown,100,400.0,6.0,20.0,10.0,50.0,2.0,40.0,150.0,6.0,False,False
miso_soup (Small Portion),Soups,Snack / Appetizer,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,50.0,3.0,1.5,0.5,5.0,1.0,2.0,350.0,24.0,False,False
miso_soup (Large Portion),Soups,Snack / Appetizer,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,50.0,3.0,1.5,0.47,5.0,1.0,2.0,350.0,24.0,False,False
miso_soup (Small Portion),Soups,Snack / Appetizer,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,50.0,3.2,1.6,0.48,5.2,1.2,2.0,350.0,25.6,False,False
miso_soup (Large Portion),Soups,Snack / Appetizer,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,50.0,3.2,1.6,0.48,5.2,1.2,2.0,350.0,25.6,False,False
miso_soup (Small Portion),Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,50.0,3.0,1.67,0.53,5.0,1.33,2.0,350.0,24.0,False,False
miso_soup (Large Portion),Soups,Flexible,Balanced,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,50.0,3.0,1.67,0.49,5.0,1.33,2.0,350.0,24.0,False,False
miso_soup (Small Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,50.0,3.14,1.71,0.51,5.14,1.43,2.0,350.0,25.1,False,False
miso_soup (Large Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,50.0,3.14,1.71,0.51,5.14,1.43,2.0,350.0,25.1,False,False
miso_soup (Small Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,50.0,3.0,1.75,0.55,5.0,1.5,2.0,350.0,24.0,False,False
miso_soup (Large Portion),Soups,Suhoor,Slow-Release Energy,Dehydrating,Drink 2 extra glasses of water with this,Unknown,100,50.0,3.0,1.75,0.53,5.0,1.5,2.0,350.0,24.0,False,False
mussels (Small Portion),"Fish, Seafood",Flexible,Lean Protein / Muscle Recovery,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.33,16.67,5.33,1.07,3.33,0.0,0.0,80.0,50.0,False,False
mussels (Large Portion),"Fish, Seafood",Flexible,Lean Protein / Muscle Recovery,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.33,16.67,5.33,1.07,3.33,0.0,0.0,80.0,50.0,False,False
mussels (Small Portion),"Fish, Seafood",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.5,16.5,5.5,1.1,3.5,0.0,0.0,80.0,49.4,False,False
mussels (Large Portion),"Fish, Seafood",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.5,16.5,5.5,1.1,3.5,0.0,0.0,80.0,49.4,False,False
mussels (Small Portion),"Fish, Seafood",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.2,16.8,5.2,1.04,3.2,0.0,0.0,80.0,50.5,False,False
mussels (Large Portion),"Fish, Seafood",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.2,16.8,5.2,1.04,3.2,0.0,0.0,80.0,50.5,False,False
mussels (Small Portion),"Fish, Seafood",Main Course,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.33,16.67,5.33,1.07,3.33,0.0,0.0,80.0,50.0,False,False
mussels (Large Portion),"Fish, Seafood",Main Course,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.33,16.67,5.33,1.07,3.33,0.0,0.0,80.0,50.0,False,False
mussels (Small Portion),"Fish, Seafood",Main Course,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.43,16.57,5.43,1.09,3.43,0.0,0.0,80.0,49.7,False,False
mussels (Large Portion),"Fish, Seafood",Main Course,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,133.43,16.57,5.43,1.09,3.43,0.0,0.0,80.0,49.7,False,False
nachos (Small Portion),"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.0,12.5,4.4,25.0,2.0,5.0,400.0,8.0,False,False
nachos (Large Portion),"Breads, cereals, fastfood,grains",Main Course,Heavy Meal / Craving,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.0,12.5,4.4,25.0,2.0,5.0,400.0,8.0,False,False
nachos (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.2,12.4,4.32,25.2,2.0,4.96,400.0,8.3,False,False
nachos (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.2,12.4,4.32,25.2,2.0,5.01,400.0,8.3,False,False
nachos (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.0,12.67,4.47,25.0,2.0,5.0,400.0,8.0,False,False
nachos (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.0,12.67,4.44,25.0,2.0,5.0,400.0,8.0,False,False
nachos (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.14,12.57,4.4,25.14,2.0,5.03,400.0,8.2,False,False
nachos (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.14,12.57,4.4,25.14,2.0,4.99,400.0,8.2,False,False
nachos (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.0,12.5,4.4,25.0,2.0,5.0,400.0,8.0,False,False
nachos (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,250.0,5.0,12.5,4.37,25.0,2.0,5.0,400.0,8.0,False,False
omelette (Small Portion),"Meat, Poultry",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,166.67,10.0,12.0,4.8,1.33,0.0,0.0,60.0,24.0,False,False
omelette (Large Portion),"Meat, Poultry",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,166.67,10.0,12.0,4.8,1.33,0.0,0.0,60.0,24.0,False,False
omelette (Small Portion),"Meat, Poultry",Flexible,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,166.5,10.0,12.0,4.8,1.5,0.0,0.0,60.0,24.0,False,False
omelette (Large Portion),"Meat, Poultry",Flexible,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,166.5,10.0,12.0,4.8,1.5,0.0,0.0,60.0,24.0,False,False
omelette (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,166.8,10.0,12.0,4.8,1.6,0.0,0.0,60.0,24.0,False,False
omelette (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,166.8,10.0,12.0,4.8,1.6,0.0,0.0,60.0,24.0,False,False
omelette (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,166.67,10.0,12.0,4.8,1.67,0.0,0.0,60.0,24.0,False,False
omelette (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,166.67,10.0,12.0,4.8,1.67,0.0,0.0,60.0,24.0,False,False
omelette (Small Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,166.57,10.0,12.0,4.8,1.71,0.0,0.0,60.0,24.0,False,False
omelette (Large Portion),"Meat, Poultry",Main Course,Heavy Meal / Craving,Neutral,Reduce portion by half and add a large green salad,Unknown,100,166.57,10.0,12.0,4.8,1.71,0.0,0.0,60.0,24.0,False,False
onion_rings (Small Portion),Vegetables,Flexible,Balanced,High,Excellent Choice (No Swap Needed),Unknown,100,300.0,4.0,15.0,2.2,35.0,2.0,3.0,15.0,5.3,False,False
onion_rings (Large Portion),Vegetables,Flexible,Balanced,High,Excellent Choice (No Swap Needed),Unknown,100,300.0,4.0,15.0,2.2,35.0,2.0,3.0,15.0,5.3,False,False
onion_rings (Small Portion),Vegetables,Main Course,Heavy Meal / Craving,High,Reduce portion by half and add a large green salad,Unknown,100,300.0,4.0,15.33,2.27,35.33,2.0,2.93,14.93,5.3,False,False
onion_rings (Large Portion),Vegetables,Main Course,Heavy Meal / Craving,High,Reduce portion by half and add a large green salad,Unknown,100,300.0,4.0,15.33,2.27,35.33,2.0,3.02,15.02,5.3,False,False
onion_rings (Small Portion),Vegetables,Main Course,Heavy Meal / Craving,High,Reduce portion by half and add a large green salad,Unknown,100,300.0,4.0,15.0,2.2,35.0,2.0,3.0,15.0,5.3,False,False
onion_rings (Large Portion),Vegetables,Main Course,Heavy Meal / Craving,High,Reduce portion by half and add a large green salad,Unknown,100,300.0,4.0,15.0,2.27,35.0,2.0,3.0,15.0,5.3,False,False
onion_rings (Small Portion),Vegetables,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),Unknown,100,300.0,4.0,15.2,2.32,35.2,2.0,3.04,15.04,5.3,False,False
onion_rings (Large Portion),Vegetables,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),Unknown,100,300.0,4.0,15.2,2.29,35.2,2.0,2.99,14.99,5.3,False,False
onion_rings (Small Portion),Vegetables,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),Unknown,100,300.0,4.0,15.0,2.27,35.0,2.0,3.0,15.0,5.3,False,False
onion_rings (Large Portion),Vegetables,Suhoor,Slow-Release Energy,High,Excellent Choice (No Swap Needed),Unknown,100,300.0,4.0,15.0,2.27,35.0,2.0,3.0,15.0,5.3,False,False
oysters (Small Portion),"Fish, Seafood",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,100.0,10.0,3.0,0.6,5.0,0.0,0.0,80.0,40.0,False,False
oysters (Large Portion),"Fish, Seafood",Snack / Appetizer,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,100.0,10.0,3.0,0.6,5.0,0.0,0.0,80.0,40.0,False,False
oysters (Small Portion),"Fish, Seafood",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,100.0,10.0,3.33,0.67,5.33,0.0,0.0,80.0,40.0,False,False
oysters (Large Portion),"Fish, Seafood",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,100.0,10.0,3.33,0.67,5.33,0.0,0.0,80.0,40.0,False,False
oysters (Small Portion),"Fish, Seafood",Flexible,Lean Protein / Muscle Recovery,Neutral,Excellent Choice (No Swap Needed),Unknown,100,100.0,10.0,3.0,0.6,5.0,0.0,0.0,80.0,40.0,False,False
oysters (Large Portion),"Fish, Seafood",Flexible,Lean Protein / Muscle Recovery,Neutral,Excellent Choice (No Swap Needed),Unknown,100,100.0,10.0,3.0,0.6,5.0,0.0,0.0,80.0,40.0,False,False
oysters (Small Portion),"Fish, Seafood",Flexible,Lean Protein / Muscle Recovery,Neutral,Excellent Choice (No Swap Needed),Unknown,100,100.0,10.0,3.2,0.64,5.2,0.0,0.0,80.0,40.0,False,False
oysters (Large Portion),"Fish, Seafood",Flexible,Lean Protein / Muscle Recovery,Neutral,Excellent Choice (No Swap Needed),Unknown,100,100.0,10.0,3.2,0.64,5.2,0.0,0.0,80.0,40.0,False,False
oysters (Small Portion),"Fish, Seafood",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,100.0,10.0,3.33,0.67,5.0,0.0,0.0,80.0,40.0,False,False
oysters (Large Portion),"Fish, Seafood",Flexible,Balanced,Neutral,Excellent Choice (No Swap Needed),Unknown,100,100.0,10.0,3.33,0.67,5.0,0.0,0.0,80.0,40.0,False,False
pad_thai (Small Portion),"Breads, cereals, fastfood,grains",Main Course,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,7.5,6.0,2.1,30.0,2.0,5.0,400.0,15.0,False,False
pad_thai (Large Portion),"Breads, cereals, fastfood,grains",Main Course,Balanced,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,7.5,6.0,2.1,30.0,2.0,5.0,400.0,15.0,False,False
pad_thai (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,7.6,6.0,2.08,30.0,2.0,4.96,400.0,15.2,False,False
pad_thai (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,7.6,6.0,2.08,30.0,2.0,5.01,400.0,15.2,False,False
pad_thai (Small Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,7.67,6.0,2.07,30.0,2.0,5.0,400.0,15.3,False,False
pad_thai (Large Portion),"Breads, cereals, fastfood,grains",Suhoor,Slow-Release Energy,Dehydrating,Unsalted Nuts or Baked veggies,Unknown,100,200.0,7.67,6.0,2.09,30.0,2.0,5.0,400.0,15.3,False,False
